ticker,company_name,sector,year,observation_status,analysis_status,model_name,prompt_version,input_text_sha256,prompt_sha256,response_sha256,input_excerpt,llm_response,annotation_quality_flag
CVX,Chevron,Energy,2019,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,0b0f33eb0daffc4bb835271d58bdd090dcb940be2cf9dc88179aca0c5c955f86,23d2f31eea2954639def3d44d7c1997a432e17883fdb1f676f5be6609dc9d8bb,8c740261de00ec30754d9e91bb39c3461af77b69d23d9814a544d632c8d79f02,", robust history, which began when a group of explorers and merchants established the Pacific Coast Oil Co. on Sept. 10, 1879. Since then, our company’s name has changed more than once, but we’ve always retained our founders’ spirit, grit, innovation and perseverance. leading the way Chevron's earliest predecessor, Pacific Coast Oil Co., was incorporated in 1879 in San Francisco. The first logo contained the company name against a backdrop of wooden derricks set among the Santa Susana Mountains that loomed over Pico Canyon. This was the site of the company's Pico No. 4 field, California's earliest commercial oil discovery. (Chevron Photo) the quest for black gold Spurred by memories of the gold rush, hordes of prospectors descended on California in the 1860s, seeking another kind of bounty – black gold, or oil. Their early efforts were fruitless. Undeterred, petroleum pioneers Demetrius Scofield and Frederick Taylor of the California Star Oil Works, a Chevron predecessor, took aim at Pico Canyon, a remote portion of the rugged Santa Susana Mountains. In September 1876, driller Alex Mentry succeeded in striking oil in Pico No. 4, despite rattlesnakes, wasps, mud and underbrush. The first successful oil well in California, Pico No. 4 launched California as an oil-producing state and demonstrated the spirit of innovation, ingenuity, optimism and risk-taking that has marked the company ever since. Lacking the capital it would need to seize marketing opportunities in this growing area, California Star was acquired by the Pacific Coast Oil Co. on Sept. 10, 1879. Colonel Charles Felton, Coast Oil’s president, had incorporated the company less than seven months earlier, on Feb. 19, 1879. Within the next year, Coast Oil built California’s largest and most modern refinery, with a","Themes: history, innovation, perseverance, spirit, oil discovery, corporate legacy  
Tone: formal, nostalgic, reflective  
Analyst note: The excerpt emphasizes the company's historical roots and enduring values, with a focus on innovation and perseverance in the context of early oil exploration.",candidate_interpretive_signal
CVX,Chevron,Energy,2020,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,f8d768bf96286e8cbe968d85e745355c8fb82e7786c9a542dc5d2ec4cf5b71cc,c06e85fe83e0c6cd405ce3377618ea0847cade4c049e88c5a482c8b61818aef6,68bf71508ac96fd8566c31897f621e332a3d14385c6edcc9c8623414612891a5,", robust history, which began when a group of explorers and merchants established the Pacific Coast Oil Co. on Sept. 10, 1879. Since then, our company’s name has changed more than once, but we’ve always retained our founders’ spirit, grit, innovation and perseverance. leading the way Chevron's earliest predecessor, Pacific Coast Oil Co., was incorporated in 1879 in San Francisco. The first logo contained the company name against a backdrop of wooden derricks set among the Santa Susana Mountains that loomed over Pico Canyon. This was the site of the company's Pico No. 4 field, California's earliest commercial oil discovery. (Chevron Photo) the quest for black gold Spurred by memories of the gold rush, hordes of prospectors descended on California in the 1860s, seeking another kind of bounty – black gold, or oil. Their early efforts were fruitless. Undeterred, petroleum pioneers Demetrius Scofield and Frederick Taylor of the California Star Oil Works, a Chevron predecessor, took aim at Pico Canyon, a remote portion of the rugged Santa Susana Mountains. In September 1876, driller Alex Mentry succeeded in striking oil in Pico No. 4, despite rattlesnakes, wasps, mud and underbrush. The first successful oil well in California, Pico No. 4 launched California as an oil-producing state and demonstrated the spirit of innovation, ingenuity, optimism and risk-taking that has marked the company ever since. Lacking the capital it would need to seize marketing opportunities in this growing area, California Star was acquired by the Pacific Coast Oil Co. on Sept. 10, 1879. Colonel Charles Felton, Coast Oil’s president, had incorporated the company less than seven months earlier, on Feb. 19, 1879. Within the next year, Coast Oil built California’s largest and most modern refinery, with a","Themes: history, innovation, perseverance, spirit, oil discovery, corporate legacy  
Tone: formal, nostalgic, reflective  
Analyst note: The excerpt emphasizes the company's historical roots and enduring spirit, while acknowledging the challenges faced during its early years.",candidate_interpretive_signal
CVX,Chevron,Energy,2021,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,eaf8a08a5705ba814fdb3db265dc7f8b0ef61ff67bbe8e2ec4f220389eeed69f,169ae70e9ae01e2610bcc067fb7be87a885648033c120af3a9d9d7536d00dbf6,c6cb788905c7c8800cddde36d17cf6812dcab7c78aba274c0c1819524aaa5fc1,", robust history, which began when a group of explorers and merchants established the Pacific Coast Oil Co. on Sept. 10, 1879. Since then, our company’s name has changed more than once, but we’ve always retained our founders’ spirit, grit, innovation and perseverance. leading the way Chevron's earliest predecessor, Pacific Coast Oil Co., was incorporated in 1879 in San Francisco. The first logo contained the company name against a backdrop of wooden derricks set among the Santa Susana Mountains that loomed over Pico Canyon. This was the site of the company's Pico No. 4 field, California's earliest commercial oil discovery. (Chevron Photo) the quest for black gold Spurred by memories of the gold rush, hordes of prospectors descended on California in the 1860s, seeking another kind of bounty – black gold, or oil. Their early efforts were fruitless. Undeterred, petroleum pioneers Demetrius Scofield and Frederick Taylor of the California Star Oil Works, a Chevron predecessor, took aim at Pico Canyon, a remote portion of the rugged Santa Susana Mountains. In September 1876, driller Alex Mentry succeeded in striking oil in Pico No. 4, despite rattlesnakes, wasps, mud and underbrush. The first successful oil well in California, Pico No. 4 launched California as an oil-producing state and demonstrated the spirit of innovation, ingenuity, optimism and risk-taking that has marked the company ever since. Lacking the capital it would need to seize marketing opportunities in this growing area, California Star was acquired by the Pacific Coast Oil Co. on Sept. 10, 1879. Colonel Charles Felton, Coast Oil’s president, had incorporated the company less than seven months earlier, on Feb. 19, 1879. Within the next year, Coast Oil built California’s largest and most modern refinery, with a","Themes: history, innovation, perseverance, risk-taking, oil discovery, corporate spirit  
Tone: formal, nostalgic, informative  
Analyst note: The excerpt emphasizes the company's historical roots and legacy, highlighting its early innovations and perseverance in the oil industry.",candidate_interpretive_signal
CVX,Chevron,Energy,2022,no_cdx_capture,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
CVX,Chevron,Energy,2023,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,84ef98b31fe62a7a913e1225b2ec3cbb4e0fcd794cc55910fa0a3ce65c28ab6b,959b806fc7cf3d31c6008c2945a9a80d59e74d6f0b0fb2534f3309b17c8f43b0,8e3059acca6b511f74fd58a8960e0a9c1748ffc081a2367c0842d671e154e0ea,"nd ever-cleaner energy for the millions around the world that rely on us. see how we drive human progress explore the largest single resource development in Australia we believe humanity can solve any challenge Our greatest resource is our people. Their ingenuity, creativity and collaboration have met the complex challenges of energy’s past. Together, we’ll take on the future. meet our leaders join us we deliver results responsibly We’re leaders in energy because we value responsibility, trust and integrity. This unwavering dedication to quality drives our company culture and will keep us ahead for years to come. discover the chevron way see how we operate learn about our culture 140+ years of human ingenuity Our history is the result of the accomplishments of generations of problem solvers. Read about how human innovation led us here. chevron email updates sign up for the newsletter [...] , creativity and collaboration have met the complex challenges of energy’s past. Together, we’ll take on the future. meet our leaders join us we deliver results responsibly We’re leaders in energy because we value responsibility, trust and integrity. This unwavering dedication to quality drives our company culture and will keep us ahead for years to come. discover the chevron way see how we operate learn about our culture 140+ years of human ingenuity Our history is the result of the accomplishments of generations of problem solvers. Read about how human innovation led us here. chevron email updates sign up for the newsletter [...] he complex challenges of energy’s past. Together, we’ll take on the future. meet our leaders join us we deliver results responsibly We’re leaders in energy because we value responsibility, trust and integrity. This unwavering dedication to quality drives ou","Themes: Responsibility, Integrity, Innovation, Human Ingenuity, Collaboration  
Tone: Positive, motivational, forward-looking  
Analyst note: The message emphasizes the company's commitment to responsible energy solutions and human-driven progress, with a focus on long-term values and cultural heritage.",candidate_interpretive_signal
CVX,Chevron,Energy,2024,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,84ef98b31fe62a7a913e1225b2ec3cbb4e0fcd794cc55910fa0a3ce65c28ab6b,a432ed9a98fbb0e0aad2cd39e6df0bc37dcffa05105a2f84bc9a8bd6e8f1165f,8e3059acca6b511f74fd58a8960e0a9c1748ffc081a2367c0842d671e154e0ea,"nd ever-cleaner energy for the millions around the world that rely on us. see how we drive human progress explore the largest single resource development in Australia we believe humanity can solve any challenge Our greatest resource is our people. Their ingenuity, creativity and collaboration have met the complex challenges of energy’s past. Together, we’ll take on the future. meet our leaders join us we deliver results responsibly We’re leaders in energy because we value responsibility, trust and integrity. This unwavering dedication to quality drives our company culture and will keep us ahead for years to come. discover the chevron way see how we operate learn about our culture 140+ years of human ingenuity Our history is the result of the accomplishments of generations of problem solvers. Read about how human innovation led us here. chevron email updates sign up for the newsletter [...] , creativity and collaboration have met the complex challenges of energy’s past. Together, we’ll take on the future. meet our leaders join us we deliver results responsibly We’re leaders in energy because we value responsibility, trust and integrity. This unwavering dedication to quality drives our company culture and will keep us ahead for years to come. discover the chevron way see how we operate learn about our culture 140+ years of human ingenuity Our history is the result of the accomplishments of generations of problem solvers. Read about how human innovation led us here. chevron email updates sign up for the newsletter [...] he complex challenges of energy’s past. Together, we’ll take on the future. meet our leaders join us we deliver results responsibly We’re leaders in energy because we value responsibility, trust and integrity. This unwavering dedication to quality drives ou","Themes: Responsibility, Integrity, Innovation, Human Ingenuity, Collaboration  
Tone: Positive, motivational, forward-looking  
Analyst note: The message emphasizes the company's commitment to responsible energy solutions and human-driven progress, with a focus on long-term values and cultural heritage.",candidate_interpretive_signal
EOG,EOG Resources,Energy,2016,insufficient_substantive_text,skipped_nonusable,,part1-local-llm-v1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,not_applicable
EOG,EOG Resources,Energy,2017,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,a004fe7b464bd856c32b68ad62129c225725c872169de93dbface4a0e3c348e7,bd63f6245928190baa239884d16baec63d3c96ffea4bc9b821aa960b1b38325e,4733f9943e20d2a94b9c9f2c0ba8a82a87ce03d23e88f6de1b1f6c8fd46acee0,"story FAQs Contact Us Introduction Check Detail Example Direct Deposit (ACH) 1099-MISC Payment Schedule Items Affecting Payments Address Change Ownership Change FAQs Contacts Introduction Job Search College Recruiting Benefits Introduction Safety and Environmental Stewardship Hydraulic Fracturing Water Management Global Climate Change Our Communities Our Employees Fact Sheet Overview | Business Strategy | Operational Highlights | Operating Areas Production and Reserves Data | Focused on Increasing Oil Mix | Executive Officers | Contact Information May 2017 Download PDF Overview EOG Resources, Inc. is one of the largest independent (non-integrated) crude oil and natural gas companies in the United States with proved reserves in the United States, Trinidad, the United Kingdom and China. EOG Resources is listed on the New York Stock Exchange (NYSE) and trades under the ticker symbol “EOG.” EOG’s strategy is to generate the best rates of return by controlling operating and capital costs while maximizing oil and natural gas reserve recoveries. EOG strives to maintain the lowest possible operating cost structure that is consistent with prudent and safe operations. The company focuses on integrating technology such as 3D seismic, core analysis, and microseismic to develop proprietary petro-physical models. These models inform the company’s execution of precision horizontal targeting and customized advanced completions. In order to find and develop low-cost reserves, EOG prioritizes exploration and drilling of internally generated prospects. This strategy is intended to consistently deliver cost-effective oil and natural gas production that maximizes cash flow and earnings, allowing the company to deliver long-term shareholder value while maintaining a strong balance sheet. As ","Themes: Corporate Strategy, Exploration, Cost Control, Environmental Stewardship, Technology Integration  
Tone: Formal, professional, focused on operational and strategic goals  
Analyst note: The excerpt emphasizes EOG's focus on cost efficiency and technological innovation in exploration and production, while highlighting their commitment to environmental responsibility.",candidate_interpretive_signal
EOG,EOG Resources,Energy,2018,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,d46a01234ae187dee391a9516579296f792ee1dc4e7385810f28ae6fb47e6692,1cebba60c1b9e162694e8c9209c79dbd9fd5bc180c3be6471b793b97142697f0,95a26eb3c4c478175630c84b17a6d3b78f86fe7dc272e2bc1b03fac0fce5cb15,"story FAQs Contact Us Introduction Check Detail Example Direct Deposit (ACH) 1099-MISC Payment Schedule Items Affecting Payments Address Change Ownership Change FAQs Contacts Introduction Job Search College Recruiting Benefits Introduction Safety and Environmental Stewardship Hydraulic Fracturing Water Management Global Climate Change Our Communities Our Employees Overview EOG Resources, Inc. is one of the largest independent (non-integrated) crude oil and natural gas companies in the United States with proved reserves in the United States, Trinidad, the United Kingdom and China. EOG Resources is listed on the New York Stock Exchange (NYSE) and trades under the ticker symbol “EOG.” EOG’s strategy is to generate the best rates of return by controlling operating and capital costs while maximizing oil and natural gas reserve recoveries. EOG strives to maintain the lowest possible operating cost structure that is consistent with prudent and safe operations. The company focuses on integrating technology such as 3D seismic, core analysis, and microseismic to develop proprietary petro-physical models. These models inform the company’s execution of precision horizontal targeting and customized advanced completions. In order to find and develop low-cost reserves, EOG prioritizes exploration and drilling of internally generated prospects. This strategy is intended to consistently deliver cost-effective oil and natural gas production that maximizes cash flow and earnings, allowing the company to deliver long-term shareholder value while maintaining a strong balance sheet. As of December 31, 2017, EOG’s total estimated net proved reserves were 2,527 million barrels of oil equivalent (MMBoe) comprised of 52 percent crude oil and condensate, 20 percent natural gas liquids and 28 perc","Themes: Corporate Strategy, Exploration, Cost Management, Environmental Stewardship, Reserves  
Tone: Formal, professional, emphasizing operational efficiency and long-term value  
Analyst note: The excerpt highlights EOG's focus on cost control and reserve management while emphasizing their technological advancements and exploration strategies.",candidate_interpretive_signal
EOG,EOG Resources,Energy,2019,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,a2bedbcad421c93c2e4f04e6074dc20b5b3ae32c22687ce114c7f466566189a0,dd5ad000e130b7f7b40683d9b97391ab6ff56c999bbbebbb4c4392d0e1ccfca2,2f625aec2cac46cec9dd909fb8b6718788f59337f08b9a325a80c2fbae490b40,story FAQs Contact Us Introduction Check Detail Example Direct Deposit (ACH) 1099-MISC Payment Schedule Items Affecting Payments Address Change Ownership Change FAQs Contacts Introduction Job Search College Recruiting Benefits Introduction Safety and Environmental Stewardship Hydraulic Fracturing Water Management Global Climate Change Our Communities Our Employees Industry Links American Gas Association (AGA) American Exploration & Production Council (AXPC) American Petroleum Institute (API) America’s Natural Gas Alliance (ANGA) Baker Hughes Rig Counts Barnett Shale Energy Education Council (BSEEC) Energy in Depth (EID) Energy Information Agency (EIA) Frackfeed Independent Petroleum Association of America (IPAA) Marcellus Shale Coalition (MSC) National Energy Board - Canada (NEB) NYMEX - Commodity Pricing Railroad Commission of Texas (RRC) South Texas Energy and Economic Roundtable (STEER) Texas Independent Producers and Royalty Owners Association (TIPRO) Western Energy Alliance (WEA) [...] ng Payments Address Change Ownership Change FAQs Contacts Introduction Job Search College Recruiting Benefits Introduction Safety and Environmental Stewardship Hydraulic Fracturing Water Management Global Climate Change Our Communities Our Employees Industry Links American Gas Association (AGA) American Exploration & Production Council (AXPC) American Petroleum Institute (API) America’s Natural Gas Alliance (ANGA) Baker Hughes Rig Counts Barnett Shale Energy Education Council (BSEEC) Energy in Depth (EID) Energy Information Agency (EIA) Frackfeed Independent Petroleum Association of America (IPAA) Marcellus Shale Coalition (MSC) National Energy Board - Canada (NEB) NYMEX - Commodity Pricing Railroad Commission of Texas (RRC) South Texas Energy and Economic Roundtable (STEER) Texas In,"Themes: Safety and Environmental Stewardship, Hydraulic Fracturing, Water Management, Global Climate Change, Community, Employee Benefits, Industry Links  
Tone: Formal, informative, with emphasis on environmental and safety concerns  
Analyst note: The company mentions various industry associations and focuses on safety and environmental stewardship, but does not provide specific details on how these values are implemented.",candidate_interpretive_signal
EOG,EOG Resources,Energy,2020,retrieval_failed,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
EOG,EOG Resources,Energy,2021,insufficient_substantive_text,skipped_nonusable,,part1-local-llm-v1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,not_applicable
EOG,EOG Resources,Energy,2022,no_eligible_capture,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
EOG,EOG Resources,Energy,2023,retrieval_failed,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
EOG,EOG Resources,Energy,2024,no_eligible_capture,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
F,Ford Motor,Consumer Discretionary,2016,no_cdx_capture,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
F,Ford Motor,Consumer Discretionary,2017,no_cdx_capture,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
F,Ford Motor,Consumer Discretionary,2018,no_cdx_capture,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
F,Ford Motor,Consumer Discretionary,2019,no_cdx_capture,skipped_nonusable,,part1-local-llm-v1,,,,,,not_applicable
F,Ford Motor,Consumer Discretionary,2020,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,642f300f486ff226962669affd4cb74b8fd811f06f0b226201632d98c2acc14c,422c64a56ffce7abb1c8d2bea4e5d7f9d936d2a7a78b1bd89e5ceaf63e79d5fe,6625c9dfcd458128f3f6c36b244dc6f3d496867fe75c41d1b680b0f1409af9f6,"uccess.” Throughout our 117-year history and today, we strive to do more through our products, our services and by supporting the communities where we operate globally. We are proud of our contributions – yesterday, today and tomorrow. Our purpose We are once again working to revolutionize mobility, fueled by new challenges and creating solutions to build a better world for everyone. Our purpose Our leadership Making life better for our everyday customers, our communities and our climate takes impassioned direction. Our leadership Our history Since 1903, Ford Motor Company has put the world on wheels. From the moving assembly line and the $5 workday, to soy foam seats and aluminum truck bodies, Ford has a long heritage of progress. Learn more about the automobiles, innovations and manufacturing that have made the blue oval known around the world. Our history Our culture Our backgrounds, experiences and beliefs not only define us as individuals, they enhance our efforts in delivering vehicles that benefit all walks of life. Our culture Our brands Our brands [...] operate globally. We are proud of our contributions – yesterday, today and tomorrow. Our purpose We are once again working to revolutionize mobility, fueled by new challenges and creating solutions to build a better world for everyone. Our purpose Our leadership Making life better for our everyday customers, our communities and our climate takes impassioned direction. Our leadership Our history Since 1903, Ford Motor Company has put the world on wheels. From the moving assembly line and the $5 workday, to soy foam seats and aluminum truck bodies, Ford has a long heritage of progress. Learn more about the automobiles, innovations and manufacturing that have made the blue oval known around the world. Our history O","Themes: Purpose, Innovation, Community, Heritage, Culture  
Tone: Positive, inspirational, forward-looking  
Analyst note: The text emphasizes Ford's commitment to progress and societal impact while highlighting its historical legacy.",candidate_interpretive_signal
F,Ford Motor,Consumer Discretionary,2021,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,d4a16ec84dde1aea7a6a7663df1c4026de3fff842ef90c85d5fc35c44ddd9d33,f90a907a5e66b765ef308b470ea0de640959245af6407a462d32d06efbf33f16,df45f90355e2a96c4cfc10af915e3ae0090ff263914c9640bd0cf5d6803689e8,"About Us Ford is a family company, one that spans the globe and has shared ideals. We value service to each other and the world as much as to our customers. Generations have made their memories with us and included us in their hopes and dreams. After 117 years, we’re used to adapting to and leading change. That’s why we’re evolving to focus on services, experiences and software as well as vehicles. Our purpose We are here for one purpose, to help build a better world, where every person is free to move and pursue their dreams. Our purpose Our leadership With the people of Ford around the world, our leadership is committed to serving all of our stakeholder groups. Like generations of leaders before them, they understand that by helping to create a world with fewer obstacles and limits, we help people to move forward and upward. Our leadership Our history Henry Ford transformed not only the automobile but working life and the role of transportation. Having played our part in everything from the birth of the middle class to the recent global pandemic, we serve the world with integrity and competence. The Blue Oval is one of the most recognized corporate symbols in history, continually striving to earn the trust of all stakeholders. Our history Our culture Ford is a family company in more ways than one. The culture is anchored in shared beliefs and ideals, acting for the common good. As an organization, Ford believes everyone should have the freedom to move and pursue their dreams, and seeks to create a culture of belonging for every employee. Our culture Our brands Our brands [...] ns have made their memories with us and included us in their hopes and dreams. After 117 years, we’re used to adapting to and leading change. That’s why we’re evolving to focus on services, expe","Themes: family company, service, purpose, culture, adaptability, innovation  
Tone: Formal, optimistic, emphasizing values and long-term vision  
Analyst note: The text highlights Ford's commitment to its core values while acknowledging its evolving role in the automotive industry.",candidate_interpretive_signal
F,Ford Motor,Consumer Discretionary,2022,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,d4a16ec84dde1aea7a6a7663df1c4026de3fff842ef90c85d5fc35c44ddd9d33,2a7552268ee89306ed18b02e1b76afc79e3f8ecc4a01d4869c991fb95e8f3406,151d9596dba85ff808cc55014cb5e37a978d1b5bf4c244fadb3c626952d8b6e0,"About Us Ford is a family company, one that spans the globe and has shared ideals. We value service to each other and the world as much as to our customers. Generations have made their memories with us and included us in their hopes and dreams. After 117 years, we’re used to adapting to and leading change. That’s why we’re evolving to focus on services, experiences and software as well as vehicles. Our purpose We are here for one purpose, to help build a better world, where every person is free to move and pursue their dreams. Our purpose Our leadership With the people of Ford around the world, our leadership is committed to serving all of our stakeholder groups. Like generations of leaders before them, they understand that by helping to create a world with fewer obstacles and limits, we help people to move forward and upward. Our leadership Our history Henry Ford transformed not only the automobile but working life and the role of transportation. Having played our part in everything from the birth of the middle class to the recent global pandemic, we serve the world with integrity and competence. The Blue Oval is one of the most recognized corporate symbols in history, continually striving to earn the trust of all stakeholders. Our history Our culture Ford is a family company in more ways than one. The culture is anchored in shared beliefs and ideals, acting for the common good. As an organization, Ford believes everyone should have the freedom to move and pursue their dreams, and seeks to create a culture of belonging for every employee. Our culture Our brands Our brands [...] ns have made their memories with us and included us in their hopes and dreams. After 117 years, we’re used to adapting to and leading change. That’s why we’re evolving to focus on services, expe","Themes: family company, service, purpose, culture, adaptability, innovation  
Tone: Formal, optimistic, emphasizing values and long-term vision  
Analyst note: The excerpt highlights Ford's commitment to its core values while acknowledging its evolving role in the automotive industry.",candidate_interpretive_signal
F,Ford Motor,Consumer Discretionary,2023,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,73bc41960b3a344a9cf397398cf174f0d949bccf1f43ffb533bad201b1661bb5,7541fbf4a04ff40e073467c8842c495ca619aecbc3a733ec7d2cc4d338bb3855,69e2693290b1715126de74604fdb0a4ce697f390fa6c1178f53f73ffd3fb4303,"About Us Ford is a family company, one that spans the globe and has shared ideals. We value service to each other and the world as much as to our customers. Generations have made their memories with us and included us in their hopes and dreams. After 117 years, we’re used to adapting to and leading change. That’s why we’re evolving to focus on services, experiences and software as well as vehicles. Our purpose We are here for one purpose, to help build a better world, where every person is free to move and pursue their dreams. Our purpose Our leadership With the people of Ford around the world, our leadership is committed to serving all of our stakeholder groups. Like generations of leaders before them, they understand that by helping to create a world with fewer obstacles and limits, we help people to move forward and upward. Our leadership Our history Henry Ford transformed not only the automobile but working life and the role of transportation. Having played our part in everything from the birth of the middle class to the recent global pandemic, we serve the world with integrity and competence. The Blue Oval is one of the most recognized corporate symbols in history, continually striving to earn the trust of all stakeholders. Our history Our brands Our brands [...] ns have made their memories with us and included us in their hopes and dreams. After 117 years, we’re used to adapting to and leading change. That’s why we’re evolving to focus on services, experiences and software as well as vehicles. Our purpose We are here for one purpose, to help build a better world, where every person is free to move and pursue their dreams. Our purpose Our leadership With the people of Ford around the world, our leadership is committed to serving all of our stakeholder groups. Like ","Themes: family, service, purpose, adaptability, innovation, leadership  
Tone: Positive, inspirational, reflective  
Analyst note: The text emphasizes Ford's commitment to its core values while acknowledging its long history and evolving role in the industry.",candidate_interpretive_signal
F,Ford Motor,Consumer Discretionary,2024,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,e1dd1922f759e69d4ee2d64dafac5cb7dc5ef838fbd2b2604d59a0ca2ce035da,aba04915760a7bea03ed90f2a38f1e75046f41ad1377b1c0d01611630d3c49b2,71992c53b5495db425967b7e0e8cd07c9301a38af770a0c33002761a0669caf6,"About Us Ford is a family company, one that spans the globe and has shared ideals. We value service to each other and the world as much as to our customers. Generations have made their memories with us and included us in their hopes and dreams. After 121 years, we’re used to adapting to and leading change. That is why we are evolving to focus on services, experiences and software as well as vehicles. Our purpose We are here for one purpose, to help build a better world, where every person is free to move and pursue their dreams. Our purpose Our leadership With the people of Ford around the world, our leadership is committed to serving all of our stakeholder groups. Like generations of leaders before them, they understand that by helping to create a world with fewer obstacles and limits, we help people to move forward and upward. Our leadership Our history Henry Ford transformed not only the automobile but working life and the role of transportation. Having played our part in everything from the birth of the middle class to the recent global pandemic, we serve the world with integrity and competence. The Blue Oval is one of the most recognized corporate symbols in history, continually striving to earn the trust of all stakeholders. Our history Our brands Our brands [...] have made their memories with us and included us in their hopes and dreams. After 121 years, we’re used to adapting to and leading change. That is why we are evolving to focus on services, experiences and software as well as vehicles. Our purpose We are here for one purpose, to help build a better world, where every person is free to move and pursue their dreams. Our purpose Our leadership With the people of Ford around the world, our leadership is committed to serving all of our stakeholder groups. Like","Themes: family, service, purpose, adaptability, innovation, stakeholder focus  
Tone: Positive, inspirational, reflective  
Analyst note: The text emphasizes Ford's commitment to its core values while acknowledging its evolution and global impact.",candidate_interpretive_signal
GOOGL,Alphabet,Technology,2016,usable,completed,Qwen/Qwen3-1.7B,part1-local-llm-v1,2fabee37cb0adb0fb4c184f1895cc26acfb78179f6b361fee75914698cc11f7e,2aa575e7110a220590dea36c16da516ac42efd037b4fd392137be340196ce5ba,4b6fa5e2d019b5a69d4bf33f3199f861bc8a2dace0fb947e1447317973b4f583,"have. more We did a lot of things that seemed crazy at the time. Many of those crazy things now have over a billion users, like Google Maps, YouTube, Chrome, and Android. And we haven’t stopped there. We are still trying to do things other people think are crazy but we are super excited about. We’ve long believed that over time companies tend to get comfortable doing the same thing, just making incremental changes. But in the technology industry, where revolutionary ideas drive the next big growth areas, you need to be a bit uncomfortable to stay relevant. Our company is operating well today, but we think we can make it cleaner and more accountable. So we are creating a new company, called Alphabet. I am really excited to be running Alphabet as CEO with help from my capable partner, Sergey, as President. What is Alphabet? Alphabet is mostly a collection of companies. The largest of which, of course, is Google. This newer Google is a bit slimmed down, with the companies that are pretty far afield of our main internet products contained in Alphabet instead. What do we mean by far afield? Good examples are our health efforts: Life Sciences (that works on the glucose-sensing contact lens), and Calico (focused on longevity). Fundamentally, we believe this allows us more management scale, as we can run things independently that aren’t very related. Alphabet is about businesses prospering through strong leaders and independence. In general, our model is to have a strong CEO who runs each business, with Sergey and me in service to them as needed. We will rigorously handle capital allocation and work to make sure each business is executing well. We’ll also make sure we have a great CEO for each business, and we’ll determine their compensation. In addition, with this new structur","Themes: innovation, restructuring, leadership, independence, capital allocation  
Tone: Confident, forward-looking, enthusiastic  
Analyst note: The company is emphasizing innovation and restructuring to maintain relevance in a competitive tech industry.",candidate_interpretive_signal
