ticker,year,changed_from_prior,change_score,change_magnitude,linguistic_shift_notes
C,2023,,,indeterminate,
C,2024,True,0.313433,substantive_change,"{""added"": [""Citi | About Us"", ""Recent news"", ""Citi Enhances the Citi Premier Card with New Benefits to Make Travel Adventures More Rewarding""], ""removed"": [""Delivering the Full Value of Our Franchise"", ""Related Articles"", ""Second Quarter 2023 Results and Key Metrics""]}"
COP,2016,,,no_prior,
COP,2017,,,indeterminate,
COP,2018,True,0.5,substantive_change,"{""added"": [""Unconventional reservoirs: It takes a village"", ""June 7, 2018"", ""NRG COSIA Carbon XPRIZE finalists announced""], ""removed"": [""Conoco­Phillips Canada: Operating responsibly in the Arctic"", ""November 9, 2017"", ""Proudly supporting parents when it matters most""]}"
COP,2019,True,0.46087,substantive_change,"{""added"": [""In China: Bringing a message of hope to young patients"", ""June 17, 2019"", ""Water recycling in the Delaware Basin""], ""removed"": [""Unconventional reservoirs: It takes a village"", ""June 7, 2018"", ""NRG COSIA Carbon XPRIZE finalists announced""]}"
COP,2020,True,0.688776,substantive_change,"{""added"": [""Who We Are"", ""We are challenged with an important job to safely find and deliver energy to the world."", ""Learn More""], ""removed"": [""In China: Bringing a message of hope to young patients"", ""June 17, 2019"", ""Water recycling in the Delaware Basin""]}"
COP,2021,True,0.25,substantive_change,"{""added"": [""A spotlight on sustainability: Managing environmental and social risks"", ""May 6, 2021"", ""The Haifleys""], ""removed"": [""The magic of rigless: North Slope ESPs pump sandy thick oil"", ""June 21, 2020"", ""Condemning racial injustice, championing human rights""]}"
COP,2022,True,0.308057,substantive_change,"{""added"": [""We are focused on sustainably meeting energy demand, while creating lasting value for employees, communities and shareholders."", ""Girls Talk Tech: On a Quest to educate, encourage and empower girls to pursue STEM"", ""May 18, 2022""], ""removed"": [""Learn More"", ""Learn More"", ""Learn More""]}"
COP,2023,True,0.36036,substantive_change,"{""added"": [""We have an important job – to safely find and deliver energy to the world."", ""Full Screen Kuparuk"", ""Greater Kuparuk Area, Alaska""], ""removed"": [""We are challenged with an important job to safely find and deliver energy to the world."", ""Full Screen Jasmine"", ""North Sea, U.K.""]}"
COP,2024,True,0.347826,substantive_change,"{""added"": [""Full Screen"", ""Full Screen"", ""Full Screen""], ""removed"": [""Full Screen Ekofisk"", ""Full Screen Britannia Satellites"", ""Full Screen Bohai Bay""]}"
CRM,2016,,,no_prior,
CRM,2017,,,indeterminate,
CRM,2018,,,indeterminate,
CRM,2019,,,indeterminate,
CRM,2020,,,indeterminate,
CRM,2021,,,indeterminate,
CRM,2022,True,0.027248,minor_edit,"{""added"": [""We are committed to bringing the full power of Salesforce to accelerate the world’s journey to net zero."", ""LEARN ABOUT OUR CLIMATE ACTION PROGRAMS"", ""Today, more than 15,000 companies worldwide have joined us in our Pledge 1% movement.""], ""removed"": [""Explore our values"", ""Explore our values"", ""Today, more than 12,000 companies worldwide have joined us in our Pledge 1% movement.""]}"
CRM,2023,True,0.174129,substantive_change,"{""added"": [""You could say we've always been the customer company."", ""From the day we opened our doors, focus on our customers drove our every decision."", ""It fueled our growth and powered our customers' success.""], ""removed"": [""From the start, Salesforce has sought to change the world for the better through technology that builds stronger relationships."", ""Between companies and their customers."", ""Between employees and far-flung teams.""]}"
CRM,2024,True,0.796791,substantive_change,"{""added"": [""Explore Einstein 1"", ""Customer success."", ""Learn the fun way.""], ""removed"": [""You could say we've always been the customer company."", ""From the day we opened our doors, focus on our customers drove our every decision."", ""It fueled our growth and powered our customers' success.""]}"
CVX,2016,,,no_prior,
CVX,2017,True,0.065173,minor_edit,"{""added"": [""In the months that followed the creation of ChevronTexaco, the new company found itself looking for resources in ever-more-difficult environments - deeper, more remote and increasingly complex fields, and underground reservoirs with more challenging characteristics."", ""\""The era of easy oil is over,\"" said then Chevron CEO David J."", ""O'Reilly.""], ""removed"": [""In the months that followed the creation of ChevronTexaco, the new company found itself looking for resources in ever-more-difficult environments – deeper, more remote and increasingly complex fields, and underground reservoirs with more challenging characteristics."", ""“The era of easy oil is over,” said then Chevron CEO David J."", ""O’Reilly.""]}"
CVX,2018,,,indeterminate,
CVX,2019,True,0.001034,minor_edit,"{""added"": [""And with approximately 2.2 million net acres of resources, Chevron is one of the basin’s largest net acreage holders.""], ""removed"": [""And with approximately 2 million net acres of resources, Chevron is the basin’s largest net acreage holder.""]}"
CVX,2020,True,0.00258,minor_edit,"{""added"": [""For the latest figures, view the 2019 Supplement to the Annual Report ."", ""history see where we've been and where we're going""], ""removed"": [""history"", ""see where we've been and where we're going""]}"
CVX,2021,,,indeterminate,
CVX,2022,,,indeterminate,
CVX,2023,,,indeterminate,
CVX,2024,False,0.0,unchanged_exact,
EOG,2016,,,no_prior,
EOG,2017,,,indeterminate,
EOG,2018,True,0.475827,substantive_change,"{""added"": [""Overview : EOG Resources, Inc."", ""Events & Presentations"", ""As of December 31, 2017, EOG’s total estimated net proved reserves were 2,527 million barrels of oil equivalent (MMBoe) comprised of 52 percent crude oil and condensate,""], ""removed"": [""Fact Sheet : EOG Resources, Inc."", ""Presentations and Events"", ""Stock Information""]}"
EOG,2019,True,0.690566,substantive_change,"{""added"": [""Industry Links"", ""American Gas Association (AGA)"", ""American Exploration & Production Council (AXPC)""], ""removed"": [""Overview : EOG Resources, Inc."", ""Overview"", ""EOG Resources, Inc.""]}"
EOG,2020,,,indeterminate,
EOG,2021,,,indeterminate,
EOG,2022,,,indeterminate,
EOG,2023,,,indeterminate,
EOG,2024,,,indeterminate,
F,2016,,,no_prior,
F,2017,,,indeterminate,
F,2018,,,indeterminate,
F,2019,,,indeterminate,
F,2020,,,indeterminate,
F,2021,True,0.765258,substantive_change,"{""added"": [""Ford is a family company, one that spans the globe and has shared ideals."", ""We value service to each other and the world as much as to our customers."", ""Generations have made their memories with us and included us in their hopes and dreams.""], ""removed"": [""About"", ""In the words of our founder, Henry Ford, “To do more for the world than the world does for you."", ""That is success.” Throughout our 117-year history and today, we strive to do more through our products, our services and by supporting the communities where we operate globally.""]}"
F,2022,False,0.0,unchanged_exact,
F,2023,True,0.123288,substantive_change,"{""added"": [], ""removed"": [""Our culture"", ""Ford is a family company in more ways than one."", ""The culture is anchored in shared beliefs and ideals, acting for the common good.""]}"
F,2024,True,0.023256,minor_edit,"{""added"": [""After 121 years, we’re used to adapting to and leading change."", ""That is why we are evolving to focus on services, experiences and software as well as vehicles.""], ""removed"": [""After 117 years, we’re used to adapting to and leading change."", ""That’s why we’re evolving to focus on services, experiences and software as well as vehicles.""]}"
GOOGL,2016,,,no_prior,
GOOGL,2017,False,0.0,unchanged_exact,
GOOGL,2018,False,0.0,unchanged_exact,
GOOGL,2019,False,0.0,unchanged_exact,
GOOGL,2020,False,0.0,unchanged_exact,
GOOGL,2021,False,0.0,unchanged_exact,
GOOGL,2022,False,0.0,unchanged_exact,
GOOGL,2023,True,0.005,minor_edit,"{""added"": [""We do not intend to become one”"", ""As part of that, we also said that you could expect us to make “smaller bets in areas that might seem very speculative or even strange when compared to our current businesses.” From the start, we’ve always strived to do more, and to do important and meaningful things with the resources we have."", ""Alphabet will also include our X lab, which incubates new efforts like Wing, our drone delivery effort.""], ""removed"": [""Alphabet"", ""We do not intend to become one.” As part of that, we also said that you could expect us to make “smaller bets in areas that might seem very speculative or even strange when compared to our current businesses.” From the start, we’ve always strived to do more, and to do important and meaningful things with the resources we have."", ""more""]}"
GOOGL,2024,False,0.0,unchanged_exact,
GS,2016,,,no_prior,
GS,2017,True,0.483333,substantive_change,"{""added"": [""Progress is when a Cincinnati-based company provides innovative ways to help Americans plan for the future.""], ""removed"": [""Stories of Progress"", ""Goldman Sachs is Committed to Progress"", ""Each of these stories illustrates why Goldman Sachs believes \""Progress is Everyone’s Business.\"" Goldman Sachs commits people, capital and ideas to help our clients, shareholders and the communities we serve to grow.""]}"
GS,2018,True,0.483333,substantive_change,"{""added"": [""Stories of Progress"", ""Goldman Sachs is Committed to Progress"", ""Each of these stories illustrates why Goldman Sachs believes \""Progress is Everyone’s Business.\"" Goldman Sachs commits people, capital and ideas to help our clients, shareholders and the communities we serve to grow.""], ""removed"": [""Progress is when a Cincinnati-based company provides innovative ways to help Americans plan for the future.""]}"
GS,2019,,,indeterminate,
GS,2020,False,0.0,unchanged_exact,
GS,2021,False,0.0,unchanged_exact,
GS,2022,False,0.0,unchanged_exact,
GS,2023,False,0.0,unchanged_exact,
GS,2024,,,indeterminate,
HAL,2016,,,no_prior,
HAL,2017,,,indeterminate,
HAL,2018,,,indeterminate,
HAL,2019,,,indeterminate,
HAL,2020,,,indeterminate,
HAL,2021,,,indeterminate,
HAL,2022,True,0.095217,minor_edit,"{""added"": [""Founded in 1919, Halliburton is one of the world's largest providers of products and services to the energy industry."", ""With more than 40,000 employees, representing 130 nationalities in more than 70 countries, the company helps its customers maximize value throughout the lifecycle of the reservoir – from locating hydrocarbons and managing geological data, to drilling and formation evaluation, well construction and completion, and optimizing production throughout the life of the asset.""], ""removed"": [""Halliburton is one of the world's largest providers of products and services for the ever-evolving needs of the energy industry."", ""Founded in 1919, Halliburton serves major, national and independent oil and natural gas companies throughout the world."", ""Halliburton and our 40,000+ global employees collaborate and engineer solutions to maximize asset value for our customers.""]}"
HAL,2023,True,0.075758,minor_edit,"{""added"": [""About Halliburton"", ""Halliburton is one of the world's leading providers of products and services to the energy industry."", ""Founded in 1919, we create innovative technologies, products, and services that help our customers maximize their value throughout the life cycle of an asset and advance a sustainable energy future.""], ""removed"": [""About Us"", ""Founded in 1919, Halliburton is one of the world's largest providers of products and services to the energy industry."", ""With more than 40,000 employees, representing 130 nationalities in more than 70 countries, the company helps its customers maximize value throughout the lifecycle of the reservoir – from locating hydrocarbons and managing geological data, to drilling and formation evaluation, well construction and completion, and optimizing production throughout the life of the asset.""]}"
