doc_id,ticker,company_name,sector,year,accession_number,clean_text_sha256,model_name,embedding_dim,normalize_embeddings,representative_text_sha256,embedding_file,embedding_file_sha256
AAPL-2017,AAPL,Apple,Technology,2017,0001193125-17-003753,3a2c643257710e31ca83aeb57cb2b639def5965da00505b60e62b561abfa1a16,sentence-transformers/all-MiniLM-L6-v2,384,True,53fae6e7b2e40164d5d87cbe3f150f5d71ef37d660b89921da9f015aeed54080,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AAPL-2019,AAPL,Apple,Technology,2019,0001193125-19-004664,fe16f17ab54a3ad72d0e182f07f1a8652f80b86323329549be2a41d12608dc4e,sentence-transformers/all-MiniLM-L6-v2,384,True,61b0e402b1b03620aaec58b2ad24faa10ee5cd968d0f1b3daee800d137aca6d2,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AAPL-2020,AAPL,Apple,Technology,2020,0001193125-20-001450,66718f6df5ae372e4a1ebdb15335f523e6222fd5c90535b8f70e9db1fb2be73d,sentence-transformers/all-MiniLM-L6-v2,384,True,cffbb552d1cd7dfc2667f7302ac8da1be7db10723456508a4e94027c8847a6ff,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AAPL-2021,AAPL,Apple,Technology,2021,0001193125-21-001987,8cba184b803455958373265e60f6c83b254c42bfca146944f0dc633b623a2708,sentence-transformers/all-MiniLM-L6-v2,384,True,35ab9d77fdbc047a655c8fa756a884707c6809317839e37cf14193b5fac6cb88,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AAPL-2022,AAPL,Apple,Technology,2022,0001193125-22-003583,f4dcb85d8ec10283f6c778c95cb6fd6856319b21ce1c1ccb9e7e5d5563db36ec,sentence-transformers/all-MiniLM-L6-v2,384,True,481fe4d9c9427d1103521e5c45eda1227387299e70f20075f2509670cbc29de8,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AAPL-2023,AAPL,Apple,Technology,2023,0001308179-23-000019,7cf39402dc027106cd293b75b543f9f43876402bc40c722912f8eaa36cdf9d74,sentence-transformers/all-MiniLM-L6-v2,384,True,66695aaf134b5ad9895d1507d37c5fa760c9ae123b83689f0ac7f7cfeddef0a3,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AAPL-2024,AAPL,Apple,Technology,2024,0001308179-24-000010,8ce552ab4b0a33e6065ce906fa8ea04184782804b3afbecfe35bcaa4f005ed41,sentence-transformers/all-MiniLM-L6-v2,384,True,6ae29cd24a7fe18b4c51fdf3e973717e3b47f0ef4f5a81b22b7d41caeb602a2f,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2016,NVDA,NVIDIA,Technology,2016,0001045810-16-000229,74f7a62b7332feda193452643578ffc9af24b66d89c9c98494d471ceed5bf2d4,sentence-transformers/all-MiniLM-L6-v2,384,True,3986b17c7f2319c1246899e0b3935211366bc6c3db3d0379c54d7425d509975e,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2017,NVDA,NVIDIA,Technology,2017,0001045810-17-000063,1664d8ef8c4f64fde6204469748e2f56a7b3ea310eba1f090858f9c521aba082,sentence-transformers/all-MiniLM-L6-v2,384,True,c7d244a187e5974eeeb4c92fa7d6de218caddfdd86ee5d979c931d893b5e92fb,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2018,NVDA,NVIDIA,Technology,2018,0001045810-18-000047,ee4589fdbca5e96d7c5deee924bc0ffd4f375e990cce5026fd4b0aa8577966eb,sentence-transformers/all-MiniLM-L6-v2,384,True,70f368d00cdd87c5cf5cd33dca78bc177bcd74f2dcb58b3c985707afeb880980,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2019,NVDA,NVIDIA,Technology,2019,0001045810-19-000070,e10388bf9a0cff1312884951af006366cc47410c2347a0ce7448bd76df7111c4,sentence-transformers/all-MiniLM-L6-v2,384,True,3d4e412e1658df6f3b6ab0f0cedc7477946ca6cf046c6124155b35db5ba258a1,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2020,NVDA,NVIDIA,Technology,2020,0001045810-20-000055,189ab595d8283ff30a0b341a11da69efe7dbb8c705dcb200452410d061ce6491,sentence-transformers/all-MiniLM-L6-v2,384,True,19b29e79b41510da6add1ae636aa4411e084a42e2ecc600aa18ffa7ecdbea55b,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2021,NVDA,NVIDIA,Technology,2021,0001045810-21-000052,0f4db38108c16bb3b3b28e38584f3ada6fb8b84a23055bbe798b6a1c93afb725,sentence-transformers/all-MiniLM-L6-v2,384,True,84381ea8fefd8e334b452a08b01b72ff9b37a8b3a7e38bb7f602d06ff58a7c88,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2022,NVDA,NVIDIA,Technology,2022,0001045810-22-000067,fc65ffa8a849b555e88346ccd5be88dc4a730224548cd8712e29158fb3f8d3cf,sentence-transformers/all-MiniLM-L6-v2,384,True,73d93d32898c4832f53a1db6986c1f749cb3979c90cb7081048df8ba5d063124,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2023,NVDA,NVIDIA,Technology,2023,0001045810-23-000080,50ef66d4b45cdceac9b9690045a4abdecb5bf04a81cb27091e7a430b51771a60,sentence-transformers/all-MiniLM-L6-v2,384,True,de9c57786badeb918e0ab5a901148e669eff204f09de1bcb50395cf38c1db58d,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
NVDA-2024,NVDA,NVIDIA,Technology,2024,0001045810-24-000104,9714a36d4c690af4f3fc3b67f4dd474471558f026aa933ef679d29ba33f2d019,sentence-transformers/all-MiniLM-L6-v2,384,True,7f85b0232f438cb43cfa37f90939f8743b88b57dca9bef40139ec095859ae07e,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2016,GOOGL,Alphabet,Technology,2016,0001308179-16-000384,9dca6067ab2c98424e23b11922f59f85df13155cf8c29b13db55987fe648d56f,sentence-transformers/all-MiniLM-L6-v2,384,True,f0b04bda51f742545bb215cd6489ec1d96fc67d779f2baf82338a37459d2c190,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2017,GOOGL,Alphabet,Technology,2017,0001308179-17-000170,b711b04771dd0513dbfda26da9c40f1798c840b03d1d97874d90f354b33684a2,sentence-transformers/all-MiniLM-L6-v2,384,True,ac05860477608753b7eb3e6adeb9e6b73282ff71a3969f2968b9639d8dd288cc,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2018,GOOGL,Alphabet,Technology,2018,0001308179-18-000222,0034c5c2fa4785df31da4df663cff61fcb186793532a38be6b68d012f807be2e,sentence-transformers/all-MiniLM-L6-v2,384,True,37cf2c49985c6711eec9e8e02272492f78cb10be13b019ccf4cedf9918f3c07f,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2019,GOOGL,Alphabet,Technology,2019,0001308179-19-000205,0cb8fe47f4e7ec8bcd9ca9cf4799ecd7a187937ca18069a885bad70fe9b9030e,sentence-transformers/all-MiniLM-L6-v2,384,True,d522457ec1927d00960abfcef33ea32749829ec487a310072ba4942cf00c84e7,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2020,GOOGL,Alphabet,Technology,2020,0001308179-20-000203,b6902e074ab39d602258d4284478ea50c9daa64ff305c6a8c30b07dce1465f5f,sentence-transformers/all-MiniLM-L6-v2,384,True,157c9c374910eedf34d8cde95b5b8447b8605ce07eeb464f728ebfac5a50e2cb,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2021,GOOGL,Alphabet,Technology,2021,0001308179-21-000256,726fd36c550229b1f047c022d5afa0c60d28b6faa031c6ec274d4748585c6889,sentence-transformers/all-MiniLM-L6-v2,384,True,31f12377934fcb58eeaab0c31d81aff586350fae935d434e3c718b682a11a76d,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2022,GOOGL,Alphabet,Technology,2022,0001308179-22-000262,87f7a7f4de06c7a9dd5677362bc30a53b5d5c45866c3246757c2d5058a2cd6e0,sentence-transformers/all-MiniLM-L6-v2,384,True,d5bf74c7e61d502fd7a094ce611b0b06b0409dbe20d303e262b3accab003276d,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2023,GOOGL,Alphabet,Technology,2023,0001308179-23-000736,db18e70362414fce4e99cf2546434a9b96fa4972ff85e55cab268eaa0ddb4036,sentence-transformers/all-MiniLM-L6-v2,384,True,cfff14c5e6c0d2b2e4235eaedee149fc1cd345c1dbbcba9af64238594889b115,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
GOOGL-2024,GOOGL,Alphabet,Technology,2024,0001308179-24-000612,4220a1488416f44d612295dcbffee5dbac3cea3d1f6c1da35c4b491380a4e1a2,sentence-transformers/all-MiniLM-L6-v2,384,True,9cbefe69f634cb3058a0bfaf88c7116ba7946c5634b6bab14c4f261bea0022e1,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2016,META,Meta Platforms,Technology,2016,0001326801-16-000074,d69e2660d7e355ede97fbff96ee64f183fef4ff3d31518e7575628a276946be2,sentence-transformers/all-MiniLM-L6-v2,384,True,2e91d8222ea32ce1561770b052277048047e64b9212a12c66dadb249a9570937,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2017,META,Meta Platforms,Technology,2017,0001326801-17-000016,3bfe365b83e67fa1012891acc6dd2fb1738ea0f8918fa60fa7ca9783d21d49a5,sentence-transformers/all-MiniLM-L6-v2,384,True,370ac99eea3d1202ca0c7c3f8a2683dfc9ba11b9cf8abd01445a6a6c19915ac0,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2018,META,Meta Platforms,Technology,2018,0001326801-18-000022,d17a4a53fb26820ad2051bfe64a876f2d948587a91a3470cae5cfe2e50df61dd,sentence-transformers/all-MiniLM-L6-v2,384,True,428676eb750d90fac905f6acd5ae97e36ba850fe88a0a90d088ff540931021f1,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2019,META,Meta Platforms,Technology,2019,0001326801-19-000025,96f4686ea22037d6501cf576050c5bbf7269fe746ecd5e46cbd2fe8babe9669b,sentence-transformers/all-MiniLM-L6-v2,384,True,12c25ec676751f4708e5d8f81dc5c308fd1560cc3cc6124115e2300e91edfdf1,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2020,META,Meta Platforms,Technology,2020,0001326801-20-000037,545bd651021b1e29b31348aada7e451007d03f409f78cfefbc236e3ac0e11350,sentence-transformers/all-MiniLM-L6-v2,384,True,ad9bba813c718774bf0bb6bf6a7d9ed3ba6544c743fc5dd34003d9f5899e5d93,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2021,META,Meta Platforms,Technology,2021,0001326801-21-000022,1465bf75f306ab723a1482ffaf59b60f898adcbb19aaa2f5f76e521634233063,sentence-transformers/all-MiniLM-L6-v2,384,True,80c5d45eabce8f2f6f3eb8ef5bb193dd6cad3e96cd9fb133ad271a62d3297e5f,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2022,META,Meta Platforms,Technology,2022,0001326801-22-000043,1afe3a6bbc6f9b563058cf60da978e7e1efd949e90e179fb8273640d9db547ab,sentence-transformers/all-MiniLM-L6-v2,384,True,43f3ef652439d279c889396bdcf4fd97d7d0438fe87ee828b964db488ba53d5c,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2023,META,Meta Platforms,Technology,2023,0001326801-23-000050,65fe988d29592e5726020a6d19c7793d765ae0861b6bd0a5e34f8880c58d6df7,sentence-transformers/all-MiniLM-L6-v2,384,True,e9dff7235dd5dd2017e60106af4802478536fc0bd80704566ec1f2b52515fac9,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
META-2024,META,Meta Platforms,Technology,2024,0001326801-24-000034,da2b1486e34cb0e034dc441c76d6200518c50859f4126d82cfe943ef52f54d09,sentence-transformers/all-MiniLM-L6-v2,384,True,d6f8c4b94a7c6f15f3fa3ab48cebde60e4cb311a34cf5c2a9e98c9b79b873a40,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AVGO-2019,AVGO,Broadcom,Technology,2019,0001193125-19-043540,53ccd82dc1dcf775a976e67409062b50363f83a97bbd7bab4a25531b689e4390,sentence-transformers/all-MiniLM-L6-v2,384,True,ebbd74eadef4c0a7952820113613969923b29b7385f01015d3bf8ee162ab4317,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AVGO-2020,AVGO,Broadcom,Technology,2020,0001730168-20-000020,1fdc7ef840032f90542c6c09169532708767af072c485318c2edab7fddf3796e,sentence-transformers/all-MiniLM-L6-v2,384,True,fa5385573547fd1971153ad91127f4b855a1de8032d75b9b098bac53f1f93826,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AVGO-2021,AVGO,Broadcom,Technology,2021,0001730168-21-000017,b1583a3fcb38cc9a0d7b9bae2fef5d5210694fb6a1f5898ec90b837bdeece302,sentence-transformers/all-MiniLM-L6-v2,384,True,bd0f7f50ae18311d0aad546522160f834650ccb3a043310a1e371ab5aa47317e,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AVGO-2022,AVGO,Broadcom,Technology,2022,0001730168-22-000012,dcf6a5ba2c36a6b514dd41a0c78c7c98019980c7e52dc49df68b314d6b309168,sentence-transformers/all-MiniLM-L6-v2,384,True,cf9e8185f0af20c37ca8230934c66c36ad8a5752cf34709c4ff35620c785ff58,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AVGO-2023,AVGO,Broadcom,Technology,2023,0001140361-23-007640,a8920e6e345901425d46371d8c7337b122388d7220a1b8f4f9da17dab01c845f,sentence-transformers/all-MiniLM-L6-v2,384,True,d623ab9712fd5003f03c3dec5c5a0965ae18cc85084388f54ceef5c3b23ab956,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
AVGO-2024,AVGO,Broadcom,Technology,2024,0001140361-24-009541,56c04f0dab327620b0fa42328e8c2f68464143a3839a57e31d008851f04a6f42,sentence-transformers/all-MiniLM-L6-v2,384,True,7d3927b5b32359bab46a5bc60d06ccc6aa7fbc5417e300f87678141b3480ba9a,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
CRM-2016,CRM,Salesforce,Technology,2016,0001193125-16-550325,42003c02bcd44389a66f82099dc7cd3bb27d1529e521bd709f9094a75e1bde95,sentence-transformers/all-MiniLM-L6-v2,384,True,2c8382837945d6f3f0ebc196ce870825aee96c0a9bff66988a06bf84e08c56f7,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
CRM-2017,CRM,Salesforce,Technology,2017,0001193125-17-139646,5aa1ca6b949fa0cc9a328fcc5234fa79a69c06c2e9f03d460919adb30da510a3,sentence-transformers/all-MiniLM-L6-v2,384,True,0127b93bbc80de53e7634be44ec922a38fbe93063d67717b7d7c33f55eaf327e,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
CRM-2018,CRM,Salesforce,Technology,2018,0001193125-18-148743,4f54021ff8ea5078d0ef44546b9cb6a60086c8a28a29a990218dd5d75a7eb5c1,sentence-transformers/all-MiniLM-L6-v2,384,True,0ef2805ceed7cba86a777980ad7957360132e4c18173d6ec9ceed0fafbc5dd6c,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
CRM-2019,CRM,Salesforce,Technology,2019,0001193125-19-119702,7b0c70e5f9af2fa06f9a4998c0e9685eb7103b7a987b904389555e1fb0f142f8,sentence-transformers/all-MiniLM-L6-v2,384,True,ed9d9fba569d3d80cdd8ae90484441b34b549ad161d5a102e5dbf94b5fe9df17,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
CRM-2020,CRM,Salesforce,Technology,2020,0001193125-20-131040,e7ba481f9239017135080fcd3aaaf5be11db58ab1b12fc79d70da059858b55e5,sentence-transformers/all-MiniLM-L6-v2,384,True,5c360be8413fb8f6b8103741d20bd62eee88781c70194bb4be876c4107eaa166,/Users/ricky/Desktop/Research/organizational-authenticity-analysis/part2_lived_values/outputs/text_mining/enhanced/document_embeddings.npy,55d8f1f2d7157bf2edeca022301dacf7419772161202980e6e63c64ba4b21769
